shipment_id,po_id,supplier_id,supplier_name,material_id,material_name,vessel_name,departure_date,eta_date,actual_arrival_date,port_congestion_index,eta_delay_days,congestion_risk
SHP3205,PO1555,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-03-17,2025-04-06,2025-04-17,56,11,Low
SHP3011,PO1215,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-03-18,2025-04-06,2025-04-16,61,10,Medium
SHP3161,PO2437,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2025-03-19,2025-04-07,2025-04-04,84,-3,High
SHP2635,PO1851,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-03-20,2025-04-01,2025-04-20,54,19,Low
SHP3275,PO2285,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2025-03-23,2025-04-16,2025-04-24,64,8,Medium
SHP3219,PO1971,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2025-03-24,2025-04-15,2025-04-12,59,-3,Low
SHP2308,PO1423,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2025-03-26,2025-04-14,2025-04-07,94,-7,High
SHP2795,PO1530,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-03-27,2025-04-06,2025-04-26,86,20,High
SHP3093,PO2791,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2025-03-28,2025-04-13,2025-04-19,68,6,Medium
SHP2885,PO1830,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2025-03-29,2025-04-22,2025-04-16,42,-6,Low
SHP2123,PO1065,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-03-30,2025-04-17,2025-05-03,85,16,High
SHP2142,PO1385,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2025-03-31,2025-04-14,2025-04-30,63,16,Medium
SHP3267,PO2865,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-04-01,2025-04-14,2025-04-26,75,12,Medium
SHP2337,PO1549,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2025-04-04,2025-04-26,2025-04-28,84,2,High
SHP3086,PO1858,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2025-04-05,2025-04-20,2025-05-04,41,14,Low
SHP3035,PO1215,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2025-04-06,2025-04-24,2025-04-20,60,-4,Low
SHP3216,PO1961,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-04-07,2025-04-23,2025-04-23,78,0,Medium
SHP2020,PO2178,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2025-04-08,2025-05-02,2025-04-23,74,-9,Medium
SHP2075,PO1041,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2025-04-10,2025-04-30,2025-05-14,80,14,Medium
SHP2460,PO1230,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2025-04-11,2025-04-23,2025-05-09,66,16,Medium
SHP3064,PO1396,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2025-04-12,2025-04-28,2025-04-25,48,-3,Low
SHP2213,PO1954,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-04-14,2025-04-27,2025-05-07,64,10,Medium
SHP2568,PO2114,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2025-04-15,2025-04-30,2025-05-18,79,18,Medium
SHP2434,PO1434,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-04-16,2025-05-04,2025-05-12,58,8,Low
SHP2620,PO1527,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-04-17,2025-05-05,2025-05-15,91,10,High
SHP3209,PO1405,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2025-04-18,2025-04-30,2025-05-06,60,6,Low
SHP2255,PO2401,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2025-04-19,2025-04-30,2025-05-21,60,21,Low
SHP2893,PO2345,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2025-04-20,2025-05-01,2025-05-18,64,17,Medium
SHP2085,PO2125,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2025-04-21,2025-05-12,2025-05-04,88,-8,High
SHP3079,PO2064,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-04-22,2025-05-04,2025-05-17,78,13,Medium
SHP2473,PO1411,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2025-04-23,2025-05-05,2025-05-18,70,13,Medium
SHP2018,PO2463,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2025-04-25,2025-05-08,2025-05-25,67,17,Medium
SHP3144,PO2115,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2025-04-26,2025-05-16,2025-05-11,47,-5,Low
SHP3343,PO1339,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2025-04-27,2025-05-10,2025-05-30,49,20,Low
SHP2390,PO2912,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2025-04-28,2025-05-15,2025-05-19,73,4,Medium
SHP2940,PO1587,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2025-04-29,2025-05-13,2025-05-24,90,11,High
SHP3178,PO2745,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2025-04-30,2025-05-22,2025-06-03,54,12,Low
SHP2373,PO1364,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2025-05-01,2025-05-25,2025-05-25,92,0,High
SHP2631,PO1889,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2025-05-02,2025-05-26,2025-05-24,87,-2,High
SHP2655,PO2652,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-05-03,2025-05-21,2025-06-03,81,13,High
SHP2233,PO2227,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2025-05-04,2025-05-18,2025-05-25,44,7,Low
SHP2607,PO2546,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2025-05-05,2025-05-23,2025-05-29,59,6,Low
SHP2288,PO2750,SUP001,AlphaSteel,MAT102,Steel Plate,MV Horizon,2025-05-06,2025-05-29,2025-06-09,62,11,Medium
SHP2400,PO2974,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2025-05-09,2025-05-20,2025-05-22,84,2,High
SHP2310,PO2864,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2025-05-10,2025-05-29,2025-05-29,41,0,Low
SHP2170,PO1304,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2025-05-11,2025-06-04,2025-05-29,57,-6,Low
SHP2442,PO1163,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2025-05-12,2025-05-22,2025-05-31,86,9,High
SHP2352,PO2128,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2025-05-13,2025-06-03,2025-06-02,70,-1,Medium
SHP3146,PO1981,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2025-05-14,2025-06-04,2025-06-07,47,3,Low
SHP2459,PO2378,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2025-05-15,2025-05-29,2025-06-18,48,20,Low
SHP2839,PO2055,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-05-16,2025-06-08,2025-06-09,77,1,Medium
SHP3143,PO1991,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2025-05-17,2025-06-05,2025-06-11,69,6,Medium
SHP2775,PO1186,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2025-05-18,2025-06-05,2025-06-06,57,1,Low
SHP2343,PO1017,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-05-20,2025-06-04,2025-06-22,68,18,Medium
SHP2648,PO2957,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2025-05-21,2025-06-06,2025-06-23,80,17,Medium
SHP2134,PO1385,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2025-05-22,2025-06-04,2025-06-17,79,13,Medium
SHP3433,PO2088,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2025-05-24,2025-06-10,2025-06-17,77,7,Medium
SHP2046,PO1989,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2025-05-25,2025-06-17,2025-06-09,67,-8,Medium
SHP2617,PO2066,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2025-05-27,2025-06-09,2025-06-15,44,6,Low
SHP2656,PO2009,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-05-28,2025-06-12,2025-06-18,73,6,Medium
SHP2867,PO1286,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-05-29,2025-06-21,2025-06-13,57,-8,Low
SHP2961,PO2329,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2025-05-31,2025-06-23,2025-06-24,53,1,Low
SHP2000,PO1538,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2025-06-02,2025-06-14,2025-06-26,82,12,High
SHP2723,PO1809,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-06-04,2025-06-16,2025-06-20,50,4,Low
SHP2573,PO1876,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2025-06-06,2025-06-24,2025-06-30,52,6,Low
SHP3299,PO1703,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-06-07,2025-07-01,2025-07-11,64,10,Medium
SHP2236,PO2700,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-06-09,2025-07-01,2025-06-27,50,-4,Low
SHP2086,PO1396,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2025-06-10,2025-06-28,2025-07-07,72,9,Medium
SHP2133,PO1520,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2025-06-11,2025-06-26,2025-07-02,40,6,Low
SHP2077,PO2960,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2025-06-12,2025-06-30,2025-07-07,49,7,Low
SHP2843,PO2197,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2025-06-13,2025-07-07,2025-07-16,59,9,Low
SHP3175,PO1621,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2025-06-14,2025-07-08,2025-06-28,76,-10,Medium
SHP2886,PO1651,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2025-06-15,2025-07-03,2025-07-16,78,13,Medium
SHP2322,PO2721,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-06-16,2025-07-01,2025-07-06,80,5,Medium
SHP3040,PO1688,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2025-06-17,2025-06-30,2025-07-12,66,12,Medium
SHP3316,PO1490,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-06-18,2025-07-04,2025-07-08,77,4,Medium
SHP3182,PO1879,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2025-06-19,2025-07-05,2025-07-22,93,17,High
SHP2454,PO1354,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2025-06-20,2025-06-30,2025-07-19,82,19,High
SHP2045,PO1390,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2025-06-21,2025-07-04,2025-07-12,85,8,High
SHP2082,PO1310,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2025-06-23,2025-07-16,2025-07-05,74,-11,Medium
SHP2733,PO2647,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-06-24,2025-07-06,2025-07-22,40,16,Low
SHP2199,PO1209,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2025-06-26,2025-07-12,2025-07-13,68,1,Medium
SHP2891,PO1442,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-06-27,2025-07-07,2025-07-14,43,7,Low
SHP2829,PO2316,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2025-06-28,2025-07-12,2025-07-22,75,10,Medium
SHP2969,PO2903,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2025-06-29,2025-07-16,2025-08-02,53,17,Low
SHP2741,PO1494,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2025-06-30,2025-07-15,2025-07-12,75,-3,Medium
SHP3376,PO2999,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2025-07-02,2025-07-25,2025-08-01,55,7,Low
SHP2541,PO2274,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2025-07-03,2025-07-26,2025-08-04,53,9,Low
SHP2734,PO1019,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2025-07-04,2025-07-26,2025-07-16,72,-10,Medium
SHP2847,PO1414,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2025-07-05,2025-07-22,2025-08-08,58,17,Low
SHP2032,PO1925,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2025-07-06,2025-07-19,2025-07-24,64,5,Medium
SHP2029,PO2341,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-07-07,2025-07-27,2025-07-23,50,-4,Low
SHP2850,PO2343,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2025-07-09,2025-07-28,2025-08-07,90,10,High
SHP3218,PO1554,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2025-07-10,2025-07-21,2025-07-24,89,3,High
SHP2954,PO2634,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2025-07-12,2025-08-03,2025-07-26,53,-8,Low
SHP3384,PO2104,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2025-07-14,2025-08-04,2025-08-13,68,9,Medium
SHP2718,PO2706,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-07-15,2025-08-04,2025-08-03,83,-1,High
SHP3025,PO1549,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-07-16,2025-08-09,2025-08-06,75,-3,Medium
SHP2785,PO2109,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2025-07-17,2025-07-29,2025-08-09,45,11,Low
SHP3440,PO2404,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2025-07-18,2025-08-05,2025-08-21,66,16,Medium
SHP2950,PO2288,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2025-07-21,2025-08-13,2025-08-10,67,-3,Medium
SHP2065,PO1667,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2025-07-23,2025-08-14,2025-08-18,60,4,Low
SHP2185,PO1339,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2025-07-24,2025-08-11,2025-08-23,79,12,Medium
SHP3348,PO2562,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-07-25,2025-08-06,2025-08-26,62,20,Medium
SHP2610,PO2131,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2025-07-26,2025-08-14,2025-08-29,55,15,Low
SHP3404,PO2368,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2025-07-27,2025-08-20,2025-08-12,51,-8,Low
SHP2350,PO1707,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2025-07-28,2025-08-19,2025-08-14,42,-5,Low
SHP2858,PO1503,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2025-07-30,2025-08-17,2025-08-18,72,1,Medium
SHP2462,PO1321,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2025-08-01,2025-08-12,2025-08-26,43,14,Low
SHP2241,PO2828,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2025-08-02,2025-08-14,2025-08-16,50,2,Low
SHP2779,PO2706,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-08-03,2025-08-26,2025-08-27,83,1,High
SHP2484,PO1563,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2025-08-04,2025-08-26,2025-09-05,79,10,Medium
SHP2246,PO1642,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2025-08-07,2025-08-29,2025-08-30,57,1,Low
SHP3189,PO1044,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2025-08-08,2025-08-21,2025-09-06,91,16,High
SHP3105,PO1595,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-08-09,2025-08-20,2025-09-06,54,17,Low
SHP2657,PO2494,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-08-10,2025-08-29,2025-08-28,91,-1,High
SHP3421,PO1688,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-08-11,2025-08-30,2025-09-09,57,10,Low
SHP3122,PO1998,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2025-08-12,2025-08-26,2025-09-14,89,19,High
SHP3315,PO1881,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2025-08-13,2025-08-31,2025-09-01,84,1,High
SHP3483,PO1556,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2025-08-14,2025-09-03,2025-09-02,58,-1,Low
SHP2371,PO2683,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2025-08-15,2025-08-31,2025-08-28,72,-3,Medium
SHP2560,PO2780,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2025-08-18,2025-08-31,2025-09-06,52,6,Low
SHP2887,PO1253,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-08-19,2025-09-11,2025-09-09,86,-2,High
SHP3375,PO2420,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-08-20,2025-09-05,2025-09-17,81,12,High
SHP2994,PO1997,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2025-08-21,2025-09-02,2025-09-16,54,14,Low
SHP3059,PO2831,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-08-22,2025-09-08,2025-09-18,40,10,Low
SHP3498,PO1215,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2025-08-25,2025-09-10,2025-09-28,54,18,Low
SHP2388,PO1517,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-08-26,2025-09-05,2025-09-17,55,12,Low
SHP2357,PO1273,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2025-08-28,2025-09-12,2025-09-30,89,18,High
SHP3181,PO2840,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2025-08-29,2025-09-17,2025-09-22,79,5,Medium
SHP3258,PO1542,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2025-08-30,2025-09-21,2025-10-01,66,10,Medium
SHP3170,PO1062,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-08-31,2025-09-14,2025-09-20,67,6,Medium
SHP2757,PO2806,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-09-01,2025-09-13,2025-09-21,50,8,Low
SHP2769,PO1942,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2025-09-02,2025-09-20,2025-09-14,80,-6,Medium
SHP3355,PO2517,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2025-09-03,2025-09-20,2025-09-15,79,-5,Medium
SHP2205,PO2220,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-09-04,2025-09-15,2025-09-30,56,15,Low
SHP2659,PO2291,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2025-09-05,2025-09-21,2025-09-28,76,7,Medium
SHP3000,PO1970,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2025-09-06,2025-09-29,2025-09-24,65,-5,Medium
SHP2069,PO1547,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2025-09-07,2025-09-22,2025-09-26,47,4,Low
SHP3156,PO2091,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-09-08,2025-09-21,2025-09-25,90,4,High
SHP3346,PO1780,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-09-09,2025-09-26,2025-09-26,59,0,Low
SHP2666,PO1716,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2025-09-10,2025-09-28,2025-10-02,89,4,High
SHP2576,PO1121,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-09-12,2025-10-02,2025-10-02,91,0,High
SHP3492,PO1043,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-09-14,2025-09-27,2025-09-29,63,2,Medium
SHP3119,PO1233,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2025-09-16,2025-09-28,2025-10-02,62,4,Medium
SHP2530,PO1210,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2025-09-18,2025-10-12,2025-10-11,85,-1,High
SHP3398,PO1552,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2025-09-20,2025-10-02,2025-10-07,58,5,Low
SHP2673,PO1185,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2025-09-21,2025-10-14,2025-10-16,78,2,Medium
SHP3029,PO2766,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2025-09-22,2025-10-15,2025-10-07,77,-8,Medium
SHP3332,PO2587,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2025-09-23,2025-10-17,2025-10-10,89,-7,High
SHP3340,PO1328,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2025-09-24,2025-10-08,2025-10-19,51,11,Low
SHP3250,PO1271,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2025-09-25,2025-10-11,2025-10-10,54,-1,Low
SHP2726,PO1520,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2025-09-26,2025-10-07,2025-10-18,44,11,Low
SHP2579,PO2674,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2025-09-27,2025-10-21,2025-10-15,55,-6,Low
SHP2958,PO1222,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-09-28,2025-10-19,2025-10-14,58,-5,Low
SHP2974,PO2026,SUP004,DeltaIron,MAT103,Steel Bar,MV OceanStar,2025-09-29,2025-10-23,2025-10-20,64,-3,Medium
SHP2276,PO2396,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2025-09-30,2025-10-21,2025-10-29,56,8,Low
SHP2084,PO2603,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2025-10-01,2025-10-22,2025-10-22,42,0,Low
SHP2171,PO1220,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2025-10-02,2025-10-14,2025-11-04,59,21,Low
SHP2830,PO2593,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2025-10-03,2025-10-19,2025-10-30,83,11,High
SHP2538,PO1478,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2025-10-04,2025-10-23,2025-10-16,41,-7,Low
SHP2979,PO1399,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2025-10-05,2025-10-21,2025-10-28,75,7,Medium
SHP2377,PO2642,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2025-10-06,2025-10-23,2025-10-27,79,4,Medium
SHP2826,PO2133,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2025-10-07,2025-10-17,2025-11-06,56,20,Low
SHP3408,PO2233,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2025-10-08,2025-10-19,2025-11-07,78,19,Medium
SHP2999,PO2138,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2025-10-10,2025-11-01,2025-11-09,62,8,Medium
SHP2927,PO2420,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2025-10-11,2025-10-27,2025-11-03,70,7,Medium
SHP2600,PO2849,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2025-10-12,2025-10-31,2025-11-02,77,2,Medium
SHP2240,PO1679,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-10-13,2025-10-28,2025-11-04,50,7,Low
SHP2992,PO1299,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2025-10-14,2025-10-26,2025-10-29,60,3,Low
SHP2511,PO2595,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2025-10-15,2025-10-28,2025-11-08,48,11,Low
SHP3490,PO1577,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2025-10-17,2025-11-08,2025-10-29,67,-10,Medium
SHP2797,PO2057,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2025-10-18,2025-11-06,2025-11-03,84,-3,High
SHP2604,PO2240,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-10-19,2025-11-11,2025-11-15,85,4,High
SHP2036,PO1777,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2025-10-20,2025-11-13,2025-11-21,57,8,Low
SHP3107,PO2524,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2025-10-21,2025-11-02,2025-11-19,57,17,Low
SHP2911,PO1809,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2025-10-24,2025-11-05,2025-11-06,86,1,High
SHP2156,PO1246,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2025-10-25,2025-11-04,2025-11-28,83,24,High
SHP3466,PO2562,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-10-26,2025-11-10,2025-11-15,94,5,High
SHP2304,PO1619,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-10-28,2025-11-11,2025-11-20,56,9,Low
SHP3287,PO1229,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2025-11-01,2025-11-17,2025-12-03,47,16,Low
SHP2583,PO1226,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2025-11-02,2025-11-26,2025-11-22,82,-4,High
SHP2695,PO2074,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2025-11-03,2025-11-24,2025-11-29,79,5,Medium
SHP3468,PO1695,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2025-11-04,2025-11-25,2025-11-26,50,1,Low
SHP2439,PO2848,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2025-11-05,2025-11-23,2025-12-09,74,16,Medium
SHP2453,PO1378,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2025-11-06,2025-11-22,2025-11-28,63,6,Medium
SHP2746,PO1643,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-11-07,2025-11-21,2025-12-08,92,17,High
SHP2117,PO2858,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2025-11-08,2025-11-21,2025-12-03,64,12,Medium
SHP2652,PO1160,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2025-11-09,2025-12-01,2025-11-28,58,-3,Low
SHP3475,PO2525,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-11-10,2025-11-30,2025-12-08,50,8,Low
SHP3174,PO1551,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2025-11-11,2025-12-05,2025-11-23,69,-12,Medium
SHP2527,PO1732,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2025-11-12,2025-11-23,2025-12-12,79,19,Medium
SHP2495,PO2372,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2025-11-13,2025-11-27,2025-12-15,51,18,Low
SHP2302,PO2673,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2025-11-16,2025-12-02,2025-12-06,81,4,High
SHP3111,PO2800,SUP004,DeltaIron,MAT103,Steel Bar,MV OceanStar,2025-11-17,2025-12-03,2025-12-01,71,-2,Medium
SHP3448,PO1190,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2025-11-18,2025-12-08,2025-12-11,71,3,Medium
